1	2	0	1	1	1	8.5	3.9	2.5	5.9	4.8	4.9	6	6.8	4.7	4.3	5	5.1	3.7	8.2	8	8.4	65.1	1
2	3	1	0	0	0	8.2	2.7	5.1	7.2	3.4	7.9	3.1	5.3	5.5	4	3.9	4.3	4.9	5.7	6.5	7.5	67.1	0
3	3	0	1	1	1	9.2	3.4	5.6	5.6	5.4	7.4	5.8	4.5	6.2	4.6	5.4	4	4.5	8.9	8.4	9	72.1	1
4	1	1	1	1	0	6.4	3.3	7	3.7	4.7	4.7	4.5	8.8	7	3.6	4.3	4.1	3	4.8	6	7.2	40.1	0
5	2	0	1	0	1	9	3.4	5.2	4.6	2.2	6	4.5	6.8	6.1	4.5	4.5	3.5	3.5	7.1	6.6	9	57.1	0
6	1	1	0	1	0	6.5	2.8	3.1	4.1	4	4.3	3.7	8.5	5.1	9.5	3.6	4.7	3.3	4.7	6.3	6.1	50.1	0
7	1	1	1	1	0	6.9	3.7	5	2.6	2.1	2.3	5.4	8.9	4.8	2.5	2.1	4.2	2	5.7	7.8	7.2	41.1	0
8	2	0	1	1	0	6.2	3.3	3.9	4.8	4.6	3.6	5.1	6.9	5.4	4.8	4.3	6.3	3.7	6.3	5.8	7.7	56.1	0
9	2	1	1	1	0	5.8	3.6	5.1	6.7	3.7	5.9	5.8	9.3	5.9	4.4	4.4	6.1	4.6	7	7.5	8.2	56.1	1
10	1	0	1	1	0	6.4	4.5	5.1	6.1	4.7	5.7	5.7	8.4	5.4	5.3	4.1	5.8	4.4	5.5	5.9	6.7	59.1	0
11	3	0	1	0	1	8.7	3.2	4.6	4.8	2.7	6.8	4.6	6.8	5.8	7.5	3.8	3.7	4	7.4	7	8.4	68.1	0
12	1	0	1	1	0	6.1	4.9	6.3	3.9	4.4	3.9	6.4	8.2	5.8	5.9	3	4.9	3.2	6	6.3	6.6	53.1	0
13	1	1	0	0	1	9.5	5.6	4.6	6.9	5	6.9	6.6	7.6	6.5	5.3	5.1	4.5	4.4	8.4	8.4	7.9	58.1	1
14	3	1	0	0	1	9.2	3.9	5.7	5.5	2.4	8.4	4.8	7.1	6.7	3	4.5	2.6	4.2	7.6	6.9	8.2	72.1	1
15	2	0	1	1	1	6.3	4.5	4.7	6.9	4.5	6.8	5.9	8.8	6	5.4	4.8	6.2	5.2	8	7	7.6	62.1	1
16	3	0	0	0	0	8.7	3.2	4	6.8	3.2	7.8	3.8	4.9	6.1	5	4.3	3.9	4.5	6.6	6.4	7.1	71.1	0
17	2	1	0	1	1	5.7	4	6.7	6	3.3	5.5	5.1	6.2	6.7	5.4	4.2	6.2	4.5	6.4	7.5	7.2	50.1	1
18	2	0	1	1	0	5.9	4.1	5.5	7.2	3.5	6.4	5.5	8.4	6.2	6.3	5.7	5.8	4.8	7.4	6.9	8.2	58.1	1
19	2	1	1	1	0	5.6	3.4	5.1	6.4	3.7	5.7	5.6	9.1	5.4	6.1	5	6	4.5	6.8	7.5	7.9	55.1	0
20	3	0	1	1	0	9.1	4.5	3.6	6.4	5.3	5.3	7.1	8.4	5.8	6.7	4.5	6.1	4.4	7.6	8.5	8.8	67.1	1
21	1	0	0	1	0	5.2	3.8	7.1	5.2	3.9	4.3	5	8.4	7.1	4.6	3.3	4.9	3.3	5.4	5.5	7	50.1	0
22	3	1	1	1	1	9.6	5.7	6.8	5.9	5.4	8.3	7.8	4.5	6.4	6.5	4.3	3	4.3	9.9	9.6	9.9	70.1	1
23	2	0	0	0	1	8.6	3.6	7.4	5.1	3.5	7.3	4.7	3.7	6.7	6	4.8	3.4	4	7	7.1	8.1	60.1	0
24	3	0	1	1	1	9.3	2.4	2.6	7.2	2.2	7.2	4.5	6.2	6.4	4.2	6.7	4.4	4.5	8.6	8.1	8	65.1	1
25	1	0	0	1	0	6	4.1	5.3	4.7	3.5	5.3	5.3	8	6.5	3.9	4.7	5.3	4	4.8	4.9	5.5	55.1	0
26	2	0	1	1	0	6.4	3.6	6.6	6.1	4	3.9	5.3	7.1	6.1	3.7	5.6	6.6	3.9	6.6	6.8	7	58.1	0
27	3	0	0	0	0	8.5	3	7.2	5.8	4.1	7.6	3.7	4.8	6.9	6.7	5.3	3.8	4.4	6.3	7.1	7	70.1	0
28	1	1	0	1	0	7	3.3	5.4	5.5	2.6	4.8	4.2	9	6.5	5.9	4.3	5.2	3.7	5.4	5.5	5.6	55.1	0
29	3	0	0	0	0	8.5	3	5.7	6	2.3	7.6	3.7	4.8	5.8	6	5.7	3.8	4.4	6.3	6.9	7.2	70.1	0
30	1	1	1	1	0	7.6	3.6	3	4	5.1	4.2	4.6	7.7	4.9	7.2	4.7	5.5	3.5	5.4	5.5	6.2	52.1	0
31	1	1	0	0	1	6.9	3.4	8.5	4.3	4.5	6.4	4.7	5.2	7.7	3.3	3.7	2.7	3.3	6.1	6.8	7.1	44.1	0
32	1	0	1	1	0	8.1	2.5	7.2	4.5	2.3	5.1	3.8	6.6	6.8	6.1	3	3.5	3	6.4	5.8	6.2	51.1	0
33	1	1	1	1	0	6.7	3.7	6.5	5.3	5.3	5.1	4.9	9.2	5.7	4.2	3.5	4.5	3.4	5.4	6.5	7.6	44.1	0
34	2	1	1	1	0	8	3.3	6.1	5.7	5.5	4.6	4.7	8.7	5.9	3.8	4.7	6.6	4.2	7.3	7.5	9	62.1	1
35	1	0	1	1	0	6.7	4	5.2	3.9	3	5.4	6.8	8.4	6.2	6	2.5	4.3	3.5	6.3	6.6	6.7	54.1	0
36	1	0	0	0	0	8.7	3.2	6.1	4.3	3.5	6.1	2.9	5.6	6.1	6.5	3.1	2.9	2.5	5.4	4.6	7.1	51.1	0
37	2	0	0	0	1	9	3.4	5.9	4.6	3.9	6	4.5	6.8	6.4	4.3	3.9	3.5	3.5	7.1	8	7.2	57.1	0
38	3	0	1	1	1	9.6	4.1	6.2	7.3	2.9	7.7	5.5	7.7	6.1	4.4	5.2	4.6	4.9	8.7	9.9	9.9	77.1	1
39	2	1	1	1	0	8.2	3.6	3.9	6.2	5.8	4.9	5	9	5.2	7.1	4.7	6.9	4.5	7.6	6.9	7.6	65.1	1
40	1	0	0	1	0	6.1	4.9	3	4.8	5.1	3.9	6.4	8.2	5.1	6.8	4.5	4.9	3.2	6	5.5	5.8	53.1	0
41	2	1	1	1	0	8.3	3.4	3.3	5.5	3.1	4.6	5.2	9.1	4.1	1.7	4.6	5.8	3.9	7	7.5	8.4	61.1	1
42	2	1	0	0	1	9.4	3.8	4.7	5.4	3.8	6.5	4.9	8.5	4.9	6.2	4.1	4.5	4.1	7.6	8	7.9	61.1	1
43	3	0	1	0	1	9.3	5.1	4.6	6.8	5.8	6.6	6.3	7.4	5.1	4.1	4.6	4.6	4.3	8.9	7.8	7.6	72.1	1
44	2	1	1	1	1	5.1	5.1	6.6	6.9	4.4	5.4	7.8	5.9	7.2	5.2	4.9	6.3	4.5	7.6	7.9	8.4	55.1	1
45	3	1	0	0	0	8	2.5	4.7	7.1	3.6	7.7	3	5.2	5.1	3.9	4.3	4.2	4.7	5.5	5.6	6.5	65.1	0
46	2	0	1	1	0	5.9	4.1	5.7	5.9	5.8	6.4	5.5	8.4	6.4	5.1	5.2	5.8	4.8	7.4	8.6	7.7	58.1	1
47	3	1	0	0	1	10	4.3	7.1	6.3	2.9	5.4	4.5	3.8	6.7	3.7	5	4	3.5	7.1	8.8	8	67.1	1
48	2	1	1	1	0	5.7	3.8	6.8	7.5	5.7	5.7	6	8.2	6.6	4.8	6.5	7.3	5.2	7.6	7.6	7.1	60.1	0
49	3	0	0	1	1	9.9	3.7	3.7	6.1	4.2	7	6.7	6.8	5.9	7.2	4.5	3.4	3.9	8.7	8.1	8.5	67.1	1
